#Answer.URL,WEBSITE,Input.Input-URL,Answer.ADDRESS1,Answer.CITY,ANSWER.STATE_NAME,COUNTRY,Answer.ZIP,Answer.MAP_URL,Answer.PHONE,CHAIN,TYPE,OPEN_DATE,Answer.PHOTO_URL,RATING,LAST_VERIFIED,LAT,LNG,HOTELID
Mission Pacific Hotel,www.hyatt.com,https://www.hyatt.com/en-US/hotel/california/jdv-mission-pacific/sanjo,"201 N. Myers St.,",Oceanside,CA,USA,92054,https://www.hyatt.com/en-US/hotel/california/jdv-mission-pacific/sanjo/maps-parking-transportation,844-330-1722,HYATT,BOUTIQUE,2021-05-01,https://assets.hyatt.com/content/dam/hyatt/hyattdam/images/2020/10/07/1904/Mission-Pacific-R002-Lobby.jpg/Mission-Pacific-R002-Lobby.16x9.jpg?imwidth=1920,0,2021-06-01,33.194324,-117.382347,NULL
Modernhaus Soho,www.modernhaushotel.com,https://www.modernhaushotel.com/,27 Grand Street,New York,NY,USA,10013,"https://maps.google.com/?q=27+Grand+St,+New+York,+NY+10013,+USA&ftid=0x89c2598b6962d6ab:0x25df0e30586ee31a",212-465-2000,OTHER,BOUTIQUE,2021-04-01,https://i.travelapi.com/hotels/4000000/3690000/3681100/3681052/f130080c_b.jpg,0,2021-06-01,40.722721,-74.004822,353129
Motto By Hilton Philadelphia Rittenhouse Square,www.hilton.com,https://www.hilton.com/en/hotels/phlriua-motto-philadelphia-rittenhouse-square/,31 S 19th Street,Philadelphia,PA,USA,19103,https://www.hilton.com/en/hotels/phlriua-motto-philadelphia-rittenhouse-square/hotel-location/,267-494-0440,HILTON,BOUTIQUE,2021-04-01,https://i.travelapi.com/hotels/38000000/37740000/37735100/37735084/55446d44_b.jpg,0,2021-06-01,39.952499,-75.171585,2252034
Moxy Oakland Downtown,www.marriott.com,https://www.marriott.com/hotels/travel/oakox-moxy-oakland-downtown/,2225 Telegraph Avenue,Oakland,CA,USA,94612,https://www.marriott.com/hotels/maps/travel/oakox-moxy-oakland-downtown/,510-974-1112,MARRIOTT,CHAIN,2021-04-01,https://cache.marriott.com/marriottassets/marriott/OAKOX/oakox-exterior-6741-hor-feat.jpg,0,2021-06-01,37.811604,-122.269531,NULL
Pendry Chicago,www.pendry.com,https://www.pendry.com/chicago/,230 North Michigan Avenue,Chicago,IL,USA,60601,"https://www.google.com/maps/place/230+N+Michigan+Ave,+Chicago,+IL+60601/@41.8865771,-87.6270907,17z/data=!3m1!4b1!4m5!3m4!1s0x880e2caf14c4fa6f:0x67123a8fe24f2dea!8m2!3d41.8865731!4d-87.624902",312-777-9000,OTHER,BOUTIQUE,2021-05-15,https://i.travelapi.com/hotels/1000000/990000/982600/982552/f258bbc0_b.jpg,0,2021-06-01,41.886574,-87.624817,216967
Pendry West Hollywood,www.pendry.com,https://www.pendry.com/west-hollywood/,8430 Sunset Boulevard,West Hollywood,CA,USA,90069,"https://www.google.com/maps/place/Pendry+Hotel+and+Residences/@34.0947007,-118.3757583,17z/data=!3m1!4b1!4m8!3m7!1s0x80c2bfb42c24a6e1:0x2c8a894dc98e15ce!5m2!4m1!1i2!8m2!3d34.0946963!4d-118.3735643",310-928-9000,OTHER,BOUTIQUE,2021-04-02,https://uploads.pendry.com/redesign/wp-content/uploads/sites/4/2019/10/05103649/PWH2-EXTERIOR-02-0227-B-1349x850.jpg,0,2021-06-01,34.094631,-118.373581,NULL
Radisson Hotel West Sacramento,www.radissonhotelsamericas.com,https://www.radissonhotelsamericas.com/en-us/hotels/radisson-west-sacramento,1250 Halyard Drive,West Sacramento,CA,USA,95691,https://www.radissonhotelsamericas.com/en-us/hotels/radisson-west-sacramento/contact#entity-map,916-661-4884,OTHER,CHAIN,2021-04-01,https://i.travelapi.com/hotels/1000000/20000/11500/11419/8242a73d_b.jpg,0,2021-06-01,38.574429,-121.550247,176590
Radisson Panama City Beach - Oceanfront,www.radissonhotelsamericas.com,https://www.radissonhotelsamericas.com/en-us/hotels/radisson-panama-city-beach-oceanfront,15325 Front Beach Road,Panama City Beach,FL,USA,32413,https://www.radissonhotelsamericas.com/en-us/hotels/radisson-panama-city-beach-oceanfront/contact#entity-map,850-249-8601,OTHER,RESORT,2021-04-01,https://i.travelapi.com/hotels/2000000/1150000/1140600/1140505/35941308_b.jpg,0,2021-06-01,30.209532,-85.865852,209608
Renaissance Dallas Addison Hotel,www.marriott.com,https://www.marriott.com/hotels/travel/dalic-renaissance-dallas-addison-hotel/,15201 Dallas Pkwy,Addison,TX,USA,75001,"https://maps.google.com/?q=Renaissance+Dallas+Addison+Hotel&sll=32.95728,-96.82220",,MARRIOTT,Newly Renovated,2021-04-01,https://i.travelapi.com/hotels/1000000/10000/7400/7320/c64e71c1_b.jpg,0,2021-05-31,32.957279,-96.822197,112004
Residence Inn Brunswick,www.marriott.com,https://www.marriott.com/hotels/travel/bqkri-residence-inn-brunswick/,116 Gateway Center Blvd.,Brunswick,GA,USA,31525,https://www.marriott.com/hotels/maps/travel/bqkri-residence-inn-brunswick/,912-617-8580,MARRIOTT,BUSINESS,2021-04-01,https://cache.marriott.com/marriottassets/marriott/RI/ri-main03-0001-hor-feat.jpg,0,2021-06-01,31.239716,-81.499969,NULL
Residence Inn Jacksonville-Mayo Clinic Area,www.marriott.com,https://www.marriott.com/hotels/travel/jaxrv-residence-inn-jacksonville-mayo-clinic-area/,4905 San Pablo Road South,Jacksonville,FL,USA,32224,https://www.marriott.com/hotels/maps/travel/jaxrv-residence-inn-jacksonville-mayo-clinic-area/,904-992-2040,MARRIOTT,BUSINESS,2021-05-01,https://cache.marriott.com/marriottassets/marriott/JAXRV/jaxrv-exterior-3578-hor-feat.jpg,0,2021-06-01,30.25507,-81.436462,NULL
Resort World Las Vegas,www.rwlasvegas.com,https://www.rwlasvegas.com/,3000 South Las Vegas Boulevard,Las Vegas,NV,USA,89109,https://www.rwlasvegas.com/location-directions,844-4368464,OTHER,RESORT,2021-06-24,https://i.travelapi.com/hotels/1000000/20000/19600/19558/d4c01b2f_b.jpg,0,2021-06-01,36.134129,-115.167603,112915
Sable at Navy Pier,sablehotel.com,https://sablehotel.com/,900 East Grand Avenue,Chicago,IL,USA,60611,"https://www.google.com/maps?q=900+East+Grand+Avenue+Chicago+IL,+60611&um=1&ie=UTF-8&sa=X&ved=2ahUKEwjxoq65iMvrAhVDGM0KHfEtCPwQ_AUoAXoECA0QAw",872-710-5700,OTHER,Newly Renovated,2021-03-15,https://i.travelapi.com/hotels/4000000/3510000/3505200/3505187/90e869fc_b.jpg,0,2021-06-01,41.891785,-87.603546,343263
"SERENA Hotel Aventura, Tapestry Collection by Hilton",www.hilton.com,https://www.hilton.com/en/hotels/fllitup-serena-hotel-aventura/,2820 NE 214th St,Aventura,FL,USA,33180,https://www.hilton.com/en/hotels/fllitup-serena-hotel-aventura/hotel-location/,305-918-8984,HILTON,BOUTIQUE,2021-05-01,https://www.hilton.com/im/en/FLLITUP/15387910/ivory-exterior-resized.jpg?impolicy=crop&cw=4500&ch=2519&gravity=NorthWest&xposition=0&yposition=240&rw=768&rh=430,0,2021-06-01,25.973173,-80.146317,NULL
SpringHill Suites Amelia Island,www.marriott.com,https://www.marriott.com/hotels/travel/jaxil-springhill-suites-amelia-island/,2700-2 Atlantic Avenue,Amelia Island,FL,USA,32034,https://www.marriott.com/hotels/maps/travel/jaxil-springhill-suites-amelia-island/,904-491-1221,MARRIOTT,CHAIN,2021-05-15,https://cache.marriott.com/marriottassets/marriott/JAXIL/jaxil-exterior-3285-hor-feat.jpg,0,2021-06-01,30.667444,-81.433517,NULL
SpringHill Suites Slidell,www.marriott.com,https://www.marriott.com/hotels/travel/msysd-springhill-suites-slidell/,2214 Ruth Garrett Way,Slidell,LA,USA,70458,https://www.marriott.com/hotels/maps/travel/msysd-springhill-suites-slidell/,985-214-8800,MARRIOTT,CHAIN,2021-04-15,https://cache.marriott.com/marriottassets/marriott/SH/sh-main-0001-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=1180px:*,0,2021-06-01,30.259239,-89.760643,NULL
SureStay Plus Hotel by Best Western Greenwood,www.bestwestern.com,https://www.bestwestern.com/en_US/book/hotels-in-greenwood/surestay-plus-hotel-by-best-western-greenwood/propertyCode.54167.html,635 Highway 82 W,Greenwood,MS,USA,38930,https://www.bestwestern.com/en_US/book/hotels-in-greenwood/surestay-plus-hotel-by-best-western-greenwood/propertyCode.54167.html,662-455-5777,BEST WESTERN,CHAIN,2021-04-01,https://i.travelapi.com/hotels/1000000/30000/20500/20445/01be2f43_b.jpg,0,2021-06-01,33.511482,-90.20385,495559
The Anndore House,theanndorehouse.com,https://theanndorehouse.com/,15 Charles Street East,Toronto,ON,CANADA,M4Y1S1,"https://maps.google.com/?q=The+Anndore+House&sll=43.66855,-79.38538",,OTHER,BOUTIQUE,2021-04-01,https://i.travelapi.com/hotels/20000000/19760000/19752600/19752581/c3b148a6_b.jpg,0,2021-05-31,43.668549,-79.385384,739086
"The Farnam, Autograph Collection",www.marriott.com,https://www.marriott.com/hotels/travel/omaak-the-farnam-autograph-collection/,1299 Farnam Street,Omaha,NE,USA,68102,https://www.marriott.com/hotels/maps/travel/omaak-the-farnam-autograph-collection/?maps,402-915-4900,MARRIOTT,BOUTIQUE,2021-05-20,https://cache.marriott.com/marriottassets/marriott/OMAAK/omaak-queen-9023-hor-feat.jpg,0,2021-06-01,41.257122,-95.932693,NULL
The Forester a Hyatt Place Hotel,www.hyatt.com,https://www.hyatt.com/en-US/hotel/illinois/the-forester-a-hyatt-place-hotel/chizf,200 N. Field Drive,Lake Forest,IL,USA,60045,https://www.hyatt.com/en-US/hotel/illinois/the-forester-a-hyatt-place-hotel/chizf/maps-parking-transportation,847-582-6400,HYATT,BOUTIQUE,2021-04-01,https://assets.hyatt.com/content/dam/hyatt/hyattdam/images/2021/05/03/1414/CHIZF-P0052-Exterior-Dusk.jpg/CHIZF-P0052-Exterior-Dusk.16x9.jpg?imwidth=1920,0,2021-06-01,42.243473,-87.899376,NULL
"the goodtime hotel, Miami Beach",www.thegoodtimehotel.com,https://www.thegoodtimehotel.com/,601 Washington Avenue,Miami Beach,FL,USA,33139,https://www.thegoodtimehotel.com/,786-687-0234,OTHER,BOUTIQUE,2021-04-01,https://i.travelapi.com/hotels/6000000/5050000/5045800/5045797/055342cd_b.jpg,0,2021-06-01,25.775648,-80.133636,406344
The Grady Hotel,www.thegradyhotel.com,https://www.thegradyhotel.com/,601 West Main Street,Louisville,KY,USA,40202,https://www.thegradyhotel.com/,502-434-3700,OTHER,BOUTIQUE,2021-04-01,https://2486634c787a971a3554-d983ce57e4c84901daded0f67d5a004f.ssl.cf1.rackcdn.com/the-grady-hotel/media/17-grady-5f9c6d5515bab.jpg,0,2021-06-01,38.257206,-85.759964,NULL
"The Industrialist Hotel, Pittsburgh, Autograph Collection",www.marriott.com,https://www.marriott.com/hotels/travel/pitad-the-industrialist-hotel-pittsburgh-autograph-collection/,405 Wood Street,Pittsburgh,PA,USA,15222,https://www.marriott.com/hotels/maps/travel/pitad-the-industrialist-hotel-pittsburgh-autograph-collection/,412-430-4444,MARRIOTT,BOUTIQUE,2021-04-15,https://cache.marriott.com/marriottassets/marriott/PITAD/pitad-arrott-lounge-8191-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=1180px:*,0,2021-06-01,40.439598,-80.001404,NULL
"The Langham, Boston",www.langhamhotels.com,https://www.langhamhotels.com/en/the-langham/boston/,250 Franklin St,Boston,MA,USA,02110,"https://maps.google.com/?q=The+Langham%2C+Boston&sll=42.35625,-71.05457",,OTHER,Newly Renovated,2021-05-01,https://i.travelapi.com/hotels/1000000/10000/2600/2558/33b54e91_b.jpg,0,2021-05-31,42.356251,-71.054573,114243
"The Memphian, a Tribute Portfolio Hotel",www.marriott.com,https://www.marriott.com/hotels/travel/memtd-the-memphian-a-tribute-portfolio-hotel/,21 South Cooper Street,Memphis,TN,USA,38104,https://www.marriott.com/hotels/maps/travel/memtd-the-memphian-a-tribute-portfolio-hotel/,901-276-9311,MARRIOTT,BOUTIQUE,2021-05-01,https://cache.marriott.com/marriottassets/marriott/MEMTD/memtd-exterior-2807-hor-feat.jpg,0,2021-06-01,35.135899,-89.990425,NULL
"THE OPUS WESTCHESTER, AUTOGRAPH COLLECTION",www.marriott.com,https://www.marriott.com/hotels/travel/nycap-the-opus-westchester-autograph-collection/,Three Renaissance Square,White Plains,NY,USA,10601,https://www.marriott.com/hotels/maps/travel/nycap-the-opus-westchester-autograph-collection/,914-946-5500,MARRIOTT,BOUTIQUE,2021-04-15,https://cache.marriott.com/marriottassets/marriott/NYCAP/nycap-sitting-area-0442-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=1180px:*,0,2021-06-01,41.032818,-73.76767,NULL
The Ryder Hotel,www.theryderhotel.com,https://www.theryderhotel.com/,237 Meeting Street,Charleston,SC,USA,29401,https://goo.gl/maps/9175gDQvjX4CymiQ7,843-723-7451,OTHER,BOUTIQUE,2021-05-01,https://www.theryderhotel.com/content/uploads/2020/11/Ryder-Charleston-streetview-1280x720.jpg,0,2021-03-06,32.782562,-79.932083,NULL
"THE ST. CLAIR INN, A TRIBUTE PORTFOLIO HOTEL",www.marriott.com,https://www.marriott.com/hotels/travel/dtwtx-the-st-clair-inn-a-tribute-portfolio-hotel/,500 North Riverside Avenue,St Clair,MI,USA,48079,https://www.marriott.com/hotels/maps/travel/dtwtx-the-st-clair-inn-a-tribute-portfolio-hotel/,810-637-8554,MARRIOTT,BOUTIQUE,2022-01-15,https://cache.marriott.com/marriottassets/marriott/DTWTX/dtwtx-exterior-7531-hor-feat.jpg?interpolation=progressive-bilinear&downsize=1180px:*,0,2019-05-30,42.827843,-82.484367,NULL
"The Ven at Embassy Row, Washington, D.C., a Tribute Portfolio Hotel",www.marriott.com,https://www.marriott.com/hotels/travel/wastx-the-ven-at-embassy-row-washington-dc-a-tribute-portfolio-hotel/,2015 Massachusetts Avenue NW,Washington,DC,USA,20036,https://www.marriott.com/hotels/maps/travel/wastx-the-ven-at-embassy-row-washington-dc-a-tribute-portfolio-hotel/,202-265-1600,MARRIOTT,BOUTIQUE,2021-03-15,https://i.travelapi.com/hotels/1000000/10000/800/714/768dc976_b.jpg,0,2021-06-01,38.910835,-77.045517,194845
The Walper Hotel,www.walper.com,https://www.walper.com/,20 Queen St S.,Kitchener,ON,CANADA,N2G1V6,"https://maps.google.com/?q=The+Walper+Hotel&sll=43.44961,-80.48932",,OTHER,BOUTIQUE,2021-04-15,https://i.travelapi.com/hotels/1000000/30000/24200/24136/505e3327_b.jpg,0,2021-05-31,43.449612,-80.489319,140555
Thompson San Antonio,www.hyatt.com,https://www.hyatt.com/en-US/hotel/texas/thompson-san-antonio/satth,"115 Lexington Avenue,",San Antonio,TX,USA,78205,https://goo.gl/maps/YNdG2wBK6ikA9wHw5,210-876-1234,HYATT,BOUTIQUE,2021-03-01,https://assets.hyatt.com/content/dam/hyatt/hyattdam/images/2020/05/05/1305/Thompson-San-Antonio-R010-Junior-Suite.jpg/Thompson-San-Antonio-R010-Junior-Suite.16x9.jpg?imwidth=1920,0,2021-03-06,29.431696,-98.488998,NULL
THOMSON AUSTIN,www.thompsonhotels.com,https://www.thompsonhotels.com/hotels/texas/austin/thompson-austin,506 San Jacinto Blvd,Austin,TX,USA,78701,"https://www.google.com/maps/place/506+San+Jacinto+Blvd,+Austin,+TX+78701/@30.26682,-97.7431215,17z/data=!3m1!4b1!4m5!3m4!1s0x8644b5a790b0ee13:0x67f45c4a3e4b995e!8m2!3d30.26682!4d-97.7409275",737-787-1234,OTHER,BOUTIQUE,2021-07-15,https://dh-prod-cdn.azureedge.net/-/media/property/thompson/thompson-austin/thompsonaustinmodelroomsuite-2-crpd1180x450.jpg?ts=bdf95d96-a064-4a04-b385-f07d8bd917f2,0,2021-06-01,30.266821,-97.740929,NULL
TownePlace Suites Plant City,www.marriott.com,https://www.marriott.com/hotels/travel/tpapt-towneplace-suites-plant-city/,2709 Thonotosassa Road,Plant City,FL,USA,33563,https://www.marriott.com/hotels/maps/travel/tpapt-towneplace-suites-plant-city/,813-704-5585,MARRIOTT,CHAIN,2021-04-15,https://cache.marriott.com/marriottassets/marriott/TPAPT/tpapt-lobby-1908-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=1180px:*,0,2021-06-01,28.025492,-82.153419,NULL
Tru by Hilton Lathrop,www.hilton.com,https://www.hilton.com/en/hotels/oaklaru-tru-lathrop/,161 East Louise Ave,Lathrop,CA,USA,95330,https://www.hilton.com/en/hotels/oaklaru-tru-lathrop/hotel-location/,209-340-7878,HILTON,CHAIN,2021-05-01,https://www.hilton.com/im/en/MultiHotel/9582446/tru-newhotels-stock-gr-king-spark-overall.jpg,0,2021-06-01,37.812412,-121.292686,NULL
Venice Villas,www.venicevhotel.com,https://www.venicevhotel.com/,610 San Juan Ave,Venice,CA,USA,90291,"https://maps.google.com/?q=Venice+Villas&sll=33.99312,-118.46657",,OTHER,BOUTIQUE,2021-06-01,https://i.travelapi.com/hotels/28000000/27100000/27095300/27095282/f62c30aa_b.jpg,0,2021-05-31,33.993118,-118.466568,981260
"Virgin Hotels Las Vegas, Curio Collection by Hilton",www.hilton.com,https://www.hilton.com/en/hotels/lasvgqq-virgin-hotels-las-vegas/,4455 Paradise Rd,Las Vegas,NV,USA,89169,https://goo.gl/maps/cL98AX4NxL6Vf48m6,702-693-5000,HILTON,BOUTIQUE,2021-04-07,https://i.travelapi.com/hotels/1000000/200000/198300/198225/80270de4_b.jpg,0,2021-03-06,36.110256,-115.155334,163443
Virgin Hotels New Orleans,virginhotels.com,https://virginhotels.com/new-orleans/,"550 Baronne St,",New Orleans,LA,USA,70113,"https://www.google.com/maps/place/550+Baronne+St,+New+Orleans,+LA+70113,+USA/@29.948945,-90.0753236,17z/data=!3m1!4b1!4m5!3m4!1s0x8620a675110c8a1f:0xc43fd39481779dad!8m2!3d29.948945!4d-90.0731349",833-791-7700,OTHER,BOUTIQUE,2021-05-01,https://mlbufqxx4mlc.i.optimole.com/NUlbwlo.9dVs~44fea/w:auto/h:auto/q:auto/https://tophotel.news/wp-content/uploads/2021/05/Virgin-Hotels-New-Orleans.jpg,0,2021-06-01,29.948944,-90.073135,NULL
Wild Dunes Charleston\'s Island Resort,www.destinationhotels.com,https://www.destinationhotels.com/wild-dunes/hotel/sweetgrass-inn,5757 Palm Blvd,Isle of Palms,SC,USA,29451,https://www.destinationhotels.com/wild-dunes/hotel/sweetgrass-inn,843-886-6000,OTHER,CHAIN,2021-04-01,https://i.travelapi.com/hotels/18000000/17140000/17135500/17135444/16c9e275_b.jpg,0,2021-06-01,32.803535,-79.740974,657829
AC Hotel Atlanta Perimeter,www.marriott.com,https://www.marriott.com/hotels/travel/atlao-ac-hotel-atlanta-perimeter/,40 Perimeter Center Place,Dunwoody,GA,USA,30346,https://cache.marriott.com/marriottassets/marriott/ATLAO/atlao-exterior-2215-hor-feat.jpg,404-267-5190,MARRIOTT,BUSINESS,2021-09-01,https://www.marriott.com/hotels/maps/travel/atlao-ac-hotel-atlanta-perimeter/,0,2021-09-15,33.927876,-84.34182,NULL
AC Hotel Columbus Downtown,www.marriott.com,https://www.marriott.com/hotels/travel/cmhad-ac-hotel-columbus-downtown/,517 Park St,Columbus,OH,USA,43215,https://www.marriott.com/hotels/maps/travel/cmhad-ac-hotel-columbus-downtown/,614-227-6100,MARRIOTT,BUSINESS,2021-06-01,https://cache.marriott.com/marriottassets/marriott/CMHAD/cmhad-exterior-7883-hor-clsc.jpg?interpolation=progressive-bilinear&downsize=*:256px,0,2021-09-15,39.972908,-83.004707,NULL
Aloft Chattanooga Hamilton Place,www.marriott.com,https://www.marriott.com/hotels/travel/chaal-aloft-chattanooga-hamilton-place/,2090 Hamilton Place Blvd.,Chattanooga,TN,USA,37421,https://www.marriott.com/hotels/maps/travel/chaal-aloft-chattanooga-hamilton-place/,423-206-5400,MARRIOTT,CHAIN,2021-07-01,https://cache.marriott.com/marriottassets/marriott/CHAAL/chaal-exterior-8884-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=1180px:*,0,2021-09-15,35.032688,-85.160683,NULL
Aloft Lubbock,www.marriott.com,https://www.marriott.com/hotels/travel/lbbal-aloft-lubbock/,2909 Iola Ave,Lubbock,TX,USA,79407,https://www.marriott.com/hotels/maps/travel/lbbal-aloft-lubbock/,806-993-0802,MARRIOTT,CHAIN,2021-08-01,https://cache.marriott.com/marriottassets/marriott/AL/al-exterior-0237-hor-clsc.jpg?interpolation=progressive-bilinear&downsize=*:256px,0,2021-09-15,33.568295,-101.948051,NULL
Avid hotel Lexington,www.ihg.com,https://www.ihg.com/avidhotels/hotels/us/en/lexington/lexav/hoteldetail,1810 Bryant Rd,Lexington,KY,USA,40509,https://www.ihg.com/avidhotels/hotels/us/en/lexington/lexav/hoteldetail,859-687-8100,IHG,BOUTIQUE,2021-08-15,"https://digital.ihg.com/is/image/ihg/avid-hotels-lexington-6834358513-2x1?wid=1024&hei=512&qlt=85,0&resMode=sharp2&op_usm=1.75,0.9,2,0",0,2021-09-15,38.015175,-84.417496,NULL
Bellwether Beach Resort,www.bellwetherbeachresort.com,https://www.bellwetherbeachresort.com/,5250 Gulf Boulevard,St. Pete Beach,FL,USA,33706,https://www.bellwetherbeachresort.com/location_directions/,800-448-0901,OTHER,RESORT,2021-07-30,https://i.travelapi.com/hotels/1000000/30000/26300/26262/6b0074ab_b.jpg,0,2021-09-15,27.725561,-82.743156,205061
Best Western Plus Hershey,www.bestwestern.com,https://www.bestwestern.com/en_US/book/hershey/hotel-rooms/best-western-plus-hershey/propertyCode.39150.html,1800 E Chocolate Avenue,Hershey,PA,USA,17033,,717-745-2378,BEST WESTERN,CHAIN,2021-07-01,https://www.bestwestern.com/en_US/book/hershey/hotel-rooms/best-western-plus-hershey/propertyCode.39150.html,0,2021-09-15,40.300419,-76.610802,NULL
Best Western White House Hotel,www.bestwestern.com,https://www.bestwestern.com/en_US/book/hotels-in-kennesaw/best-western-kennesaw/propertyCode.11238.html,2625 George Busbee Pkwy NW,Kennesaw,GA,USA,30144,https://www.bestwestern.com/en_US/book/hotels-in-kennesaw/best-western-kennesaw/propertyCode.11238.html,,BEST WESTERN,Newly Renovated,2021-07-01,https://i.travelapi.com/hotels/1000000/200000/198200/198139/7f91fd9a_b.jpg,0,2021-09-09,51.656441,-0.40181,561296
Callicoon Hills,callicoonhills.com,https://callicoonhills.com/,CALLICOON HILLS 1 HILLS RESORT ROAD,Sull,CO,USA,12724,,(845) 482-2420,OTHER,BOUTIQUE,2021-06-01,HTTP://callicoonhills.com/,0,2021-09-15,41.840179,-74.946228,NULL
Cambria Hotel Fort Lauderdale Beach,www.choicehotels.com,https://www.choicehotels.com/florida/fort-lauderdale/cambria-hotels/fld87,2231 North Ocean Boulevard,Fort Lauderdale,FL,USA,33305,https://www.choicehotels.com/florida/fort-lauderdale/cambria-hotels/fld87#hotel-map,754-243-7650,CHOICE,CHAIN,2021-06-01,https://www.choicehotels.com/hotelmedia/US/FL/fort-lauderdale/FLD87/2048/FLD87exterior1_1.jpg,0,2021-09-15,26.15761,-80.101631,NULL
Cambria Hotel Napa Valley,www.choicehotels.com,https://www.choicehotels.com/california/napa/cambria-hotels/caf61,"320 Soscol Avenue,",Napa,CA,USA,94559,https://www.choicehotels.com/en-uk/california/napa/cambria-hotels/caf61,707- 224-3400,CHOICE,CHAIN,2021-09-01,https://www.choicehotels.com/hotelmedia/US/CA/napa/CAF61/2048/CAF61EXtRendering_1.webp,0,2021-09-15,38.28706,-122.27462,NULL
Cambria Hotel Shelby Township,cambriashelby.com,https://cambriashelby.com/,50741 Corporate Drive,Shelby Twp,MI,USA,48315,https://cambriashelby.com/contact/,586-473-0200,OTHER,CHAIN,2021-06-01,https://cambriashelby.com/wp-content/uploads/2021/02/MI504exterior4-scaled.jpg,0,2021-09-15,42.66806,-83.011757,NULL
